KATL,KBOS,1521.5537972936816,0050,c50a6005-5fcc-4f73-8ef7-7603da737b3b
KATL,KBOS,1521.5537972936816,0413,57a66fa0-a60c-4010-976d-b2b2e4cedddb
KATL,KBOS,1521.5537972936816,0902,f2b44074-caa0-489c-b5e9-088f7d0a2684
KATL,KBOS,1521.5537972936816,2120,366d7069-69dd-424f-8fbf-9cd19a1eb008
KATL,KCLT,364.56708046971005,0720,69a1f6e6-9466-4360-82bb-efcbcce80036
KATL,KIAD,859.0311580773126,0501,a509479f-bea7-4cb2-a6fa-231515a1dded
KATL,KIAD,859.0311580773126,1131,dd9c44b4-0f8b-45f8-96ac-ad369a1be386
KATL,KIAH,1107.5625747320169,0204,abc73ec5-0048-4488-a883-09c7d1ce8f6b
KATL,KIAH,1107.5625747320169,0803,bc0635c3-30b6-48e3-b49f-61beac8bce8c
KATL,KJFK,1222.0934471627534,1035,421aeca1-2fed-4ddf-82fb-fadeb87e44b9
KATL,KJFK,1222.0934471627534,1814,bcbce3a1-158d-4868-8c6f-28ef74c04be6
KATL,KJFK,1222.0934471627534,2027,e26829c7-e476-4045-9e19-838e5a8a8d27
KATL,KLGA,1224.8675522038163,0910,23f07b95-3aac-4e91-9dfa-25657d96c442
KATL,KMCO,650.7363446314482,1032,7daf0146-7f59-4710-a3f2-9bbb16f023a0
KATL,KMCO,650.7363446314482,1318,f5cd5e95-7321-4ec8-a356-5ac10cb10aeb
KATL,KMIA,959.0645602676876,1457,97a5be6f-7a4e-471d-8318-30157537ea98
KATL,KORD,976.3278291656198,2349,276db8c3-d528-4234-b3ec-032414673c67
KATL,KPHL,1071.592953109364,0159,4cd6eca8-58cc-4c6d-a664-d0dce13e1730
KATL,KPHL,1071.592953109364,1646,0b23907c-d3c5-4ef2-a6b6-8f54472998d5
KATL,KPHX,2548.5054359047676,0638,99ddd7ca-802e-4e89-8436-37029290a214
KATL,KSEA,3504.977057741039,1924,a7d5b258-a1fd-464e-8d37-35d7d8c3097a
KBOS,KBOS,0.0,0331,1dc54e65-e387-4f7b-93e4-c4ebdea6ee09
KBOS,KCLT,1170.6751578578744,0140,3816c5d3-972e-4f3d-836d-d40b95d2f3fe
KBOS,KDEN,2815.7313497633672,0659,e0f15b2a-a0d0-49ca-b7af-b19a1bf3175d
KBOS,KDFW,2509.2689323725417,0336,8ae3ab06-80ef-489f-a95b-d0333459d88e
KBOS,KDFW,2509.2689323725417,1516,7cb5221f-4ecb-460c-9600-2e6f96c646a1
KBOS,KEWR,322.3062037099775,2131,510c8b52-1511-482f-b670-50664e9c9cdc
KBOS,KIAD,663.5496609906668,1656,cbe8775c-5a3b-4110-b440-e55fe8ff207f
KBOS,KIAH,2567.6454490128713,2420,9663b429-6cb5-4680-bac5-9f371ac07003
KBOS,KJFK,300.1780016819811,0312,1240e77e-a634-4b1b-aecb-12896d28b3cd
KBOS,KJFK,300.1780016819811,2411,2e537a8e-fc32-493f-a5d7-794ebc7eae84
KBOS,KLAS,3822.6708654655627,2426,ae90ba6b-11a2-4e18-abfe-bc89fe791b64
KBOS,KLAX,4193.029101895385,1909,6057b90d-78cd-4cf9-a1a1-100d002a3d3f
KBOS,KMCO,1805.974795403886,1645,37e47e97-7240-4599-9bf0-621edf0a59d5
KBOS,KMIA,2028.2815777870655,1531,ea6f1815-e0da-4359-adac-e0fa4f89f7fe
KBOS,KPHL,450.1420076148382,2248,c7c30f42-8bc4-4530-a96a-f1011722a358
KBOS,KPHX,3693.222935876034,1713,94463d3f-3fff-470d-8d25-cf458fe7dbfd
KCLT,KATL,364.56708046971005,1556,1ab81691-b417-4bd0-999a-8e74a4005df0
KCLT,KBOS,1170.6751578578744,0406,0cbbb663-b8b2-4e80-bc61-38017cd7dab7
KCLT,KDEN,2148.2020906780535,0110,0a7219fc-b47f-4302-bd39-088781861700
KCLT,KDEN,2148.2020906780535,0656,ec03e46e-d909-43e3-9712-9d5439f02dde
KCLT,KDFW,1503.206927956551,0958,888314ea-d2b5-42ed-875f-d34b0158eb56
KCLT,KDTW,805.6961397417942,1702,87339330-7b19-4a3a-a561-487a42a11e75
KCLT,KEWR,850.2864002263818,2237,ea7f4bfe-83fd-4724-88a9-6a1ee72d52ee
KCLT,KEWR,850.2864002263818,2446,b26071db-b32e-45ef-9293-396120a2171a
KCLT,KJFK,870.529218176758,0107,45fd6179-0a91-453b-94bd-3cadb99bf147
KCLT,KLGA,874.9278458611282,0756,ae80f6b4-fb91-44ec-965d-96dfce468725
KCLT,KLGA,874.9278458611282,2454,2b7dffcb-8df7-459d-bd92-f55080974eab
KCLT,KMCO,755.2029149067863,1434,41a5c89c-4f15-44a6-9624-2b981287a067
KCLT,KPHL,721.4732221544514,0759,f164a563-68b5-4e26-b618-77f0678b11dd
KCLT,KSEA,3660.405629332313,2115,10811a34-c430-49f7-912b-e7ead2cd47bc
KDEN,KATL,1926.6178297784168,0827,a59a9255-0660-4367-806c-f591fc971115
KDEN,KATL,1926.6178297784168,1107,1d578060-2079-4a8a-aa88-9e02283f5f5c
KDEN,KATL,1926.6178297784168,1324,463c8bc8-b949-4d07-8248-1111cfb8511d
